pid	toefl	gre	undergra_major	undergra_grade	school	degree	major	apply_result
1780	91.0	317.0	mechanical engineering and automation	3.36	City University of Hong Kong	phd	HK	offer
1780	91.0	317.0	mechanical engineering and automation	3.36	Northwestern University	phd	Mechanical Engineering	reject
1780	91.0	317.0	mechanical engineering and automation	3.36	University of Illinois at UrbanaChampaign	phd	Mechanical Engineering	reject
1780	91.0	317.0	mechanical engineering and automation	3.36	SUNY University at Buffalo	phd	Mechanical Engineering	offer
1781	96.0	323.0	polymer material and engineering	3.64	University of Michigan  Ann Arbor	ms	Macromolecular	ad
1781	96.0	323.0	polymer material and engineering	3.64	Carnegie Mellon University	ms	Materials Science	ad
1781	96.0	323.0	polymer material and engineering	3.64	Case Western Reserve University	ms	Macromolecular	ad
1782	100.0	322.0	Environmental engineering	2.0	Rice University	phd	Environmental Engineering	offer
1783	98.0	323.0	Media	3.74	Brandeis University	ma	MPP	reject
1783	98.0	323.0	Media	3.74	Cornell University	ma	CIPA	reject
1783	98.0	323.0	Media	3.74	Johns Hopkins University	ma	MPP	reject
1783	98.0	323.0	Media	3.74	University of Pittsburgh	ma	GSPIA	ad
1784	87.0	308.0	Mechanical design and manufacturing and automation	3.1	Stevens Institute of Technology	meng	Mechanical Engineering	ad
1784	87.0	308.0	Mechanical design and manufacturing and automation	3.1	University of South Florida	ms	Mechanical Engineering	ad
1785	82.0	310.0	Cs	3.1	George Washington University	ms	Computer Science	ad
1785	82.0	310.0	Cs	3.1	University of Florida	ms	Computer Science	reject
1785	82.0	310.0	Cs	3.1	Worcester Polytechnic Institute	ms	Computer Science	reject
1786	82.0	303.0	planning	3.57	University of Iowa	ms	Urban Community and Regional Planning	ad
1786	82.0	303.0	planning	3.57	University of Texas  Austin	ms	Historic Preservation and Conservation	reject
1786	82.0	303.0	planning	3.57	University of North Carolina at Chapel Hill	ms	Urban Community and Regional Planning	reject
1786	82.0	303.0	planning	3.57	University of Illinois at UrbanaChampaign	ms	Urban Community and Regional Planning	reject
1786	82.0	303.0	planning	3.57	University of California  Irvine	ms	Urban Community and Regional Planning	reject
1787	94.0	300.0	Chinese International Education	3.7	Pepperdine University	ma	Teaching English as a Second Language	ad
1788	106.0	321.0	architecture	3.7	upenn	ms	Architecture	offer
1789	109.0	322.0	Law	3.43	University of Pennsylvania	ms	Interdisciplinary Studies of Human Development	ad
1790	103.0	320.0	clinical	3.3	University of Texas  Austin	phd	Cellular Biology	offer
1790	103.0	320.0	clinical	3.3	University of California  Los Angeles	phd	Biomedical Sciences and Molecular Medicine	reject
1790	103.0	320.0	clinical	3.3	The University of Texas Southwestern Medical Center	phd	Biomedical Sciences and Molecular Medicine	reject
1791	96.0	315.0	Stomatology	3.41	NYU Polytechnic School of Engineering	ms	Biotechnology	ad
1791	96.0	315.0	Stomatology	3.41	Georgetown University	ms	Biotechnology	ad
1791	96.0	315.0	Stomatology	3.41	University of Delaware	ms	Biotechnology	ad
1792	105.0	322.0	news	3.88	Northwestern University	ms	Communication	ad
1792	105.0	322.0	news	3.88	Boston University	ms	Public Relations	ad
1792	105.0	322.0	news	3.88	Georgetown University	ma	CCT	ad
1792	105.0	322.0	news	3.88	The Chinese University of Hong Kong	ms	HKNew MediaMScFT  PT	ad
1792	105.0	322.0	news	3.88	Northeastern University	ms	Corporate and Organizational Communication	ad
1793	111.0	323.0	Social work	3.48	Ohio State University	phd	Social Work and Youth Services	offer
1793	111.0	323.0	Social work	3.48	University of Maryland  Baltimore County	phd	Social Work and Youth Services	offer
1793	111.0	323.0	Social work	3.48	University of Texas  Austin	phd	Social Work and Youth Services	offer
1793	111.0	323.0	Social work	3.48	University of Minnesota  Twin Cities	phd	Social Work and Youth Services	offer
1793	111.0	323.0	Social work	3.48	University of Illinois at UrbanaChampaign	phd	Social Work and Youth Services	reject
1794	95.0	317.0	Pharmaceutical preparation	2.9	Tufts University	ms	pharmacology and drug development	ad
1795	92.0	305.0	Garden (landscape design direction)	3.2	University of Illinois at UrbanaChampaign	mla	Landscape Architecture	ad
1795	92.0	305.0	Garden (landscape design direction)	3.2	University of Washington	mla	Landscape Architecture	ad
1795	92.0	305.0	Garden (landscape design direction)	3.2	Harvard University	mla	Landscape Architecture	reject
1795	92.0	305.0	Garden (landscape design direction)	3.2	University of Virginia	mla	Landscape Architecture	reject
1795	92.0	305.0	Garden (landscape design direction)	3.2	University of Pennsylvania	mla	Landscape Architecture	reject
1795	92.0	305.0	Garden (landscape design direction)	3.2	Louisiana State University	mla	Landscape Architecture	ad
1796	94.0	323.0	Chemical Engineering and Technology	3.24	University of Cincinnati	phd	Chemical Engineering	offer
1797	104.0	316.0	Journalism	3.69	University of Maryland  College Park	ms	Master of Science in Marketing Analytics	ad
1797	104.0	316.0	Journalism	3.69	New York University	ms	Integrated Marketing	ad
1797	104.0	316.0	Journalism	3.69	Syracuse University	ms	Public Relations	ad
1797	104.0	316.0	Journalism	3.69	Boston University	ms	Public Relations	ad
1797	104.0	316.0	Journalism	3.69	Johns Hopkins University	ms	Marketing	ad
1798	109.0	320.0	English minor finance	3.73	University of Chicago	mpp	Public Policy Analysis	ad
1798	109.0	320.0	English minor finance	3.73	New York University	mpa	NonProfit and Public Management	ad
1799	111.0	318.0	English	3.8	University of Southern California	ms	Digital Social Media	ad
1800	93.0	319.0	industrial design	3.25	Columbia University	ms	Mechanical Engineering	ad
1801	104.0	320.0	Agricultural economics	3.65	University of Wisconsin	ma	Agricultural Economics	ad
1801	104.0	320.0	Agricultural economics	3.65	The Chinese University of Hong Kong	ms	HKEconomics and Econometrics	ad
1801	104.0	320.0	Agricultural economics	3.65	Cornell University	ma	Agricultural Economics	reject
1802	100.0	309.0	Administration	3.3	University of Washington	ma	Public Administration	ad
1803	105.0	318.0	Electrical Engineering and Automation	3.08	Stevens Institute of Technology	ms	Electrical and Electronics Engineering	ad
1804	114.0	326.0	English	3.44	University of California  Riverside	phd	Comparative Literature	offer
1804	114.0	326.0	English	3.44	Purdue University	phd	Comparative Literature	offer
1806	91.0	313.0	Transportation	3.51	SUNY University at Buffalo	ma	Biostatistics	ad
1806	91.0	313.0	Transportation	3.51	Michigan State University	ms	Statistics	ad
1806	91.0	313.0	Transportation	3.51	The Pennsylvania State University	ms	Statistics	reject
1808	97.0	325.0	Information engineering	3.86	University of Arizona	ms	Optics	ad
1809	101.0	322.0	Biotechnology	3.6	University of Delaware	phd	Biology and Biological Sciences	offer
1809	101.0	322.0	Biotechnology	3.6	University of Texas  Dallas	phd	Biology and Biological Sciences	offer
1810	96.0	321.0	Political economy	3.2	University of Illinois at UrbanaChampaign	ms	Policy economic	ad
1810	96.0	321.0	Political economy	3.2	Boston University	ma	economic policy	ad
1811	104.0	320.0	Journalism	3.6	University of Missouri	phd	Mass Communication	offer
1812	102.0	320.0	Public management	3.6	University of Virginia	ma	Public Policy Analysis	ad
1813	96.0	320.0	Communication engineering	3.68	University of Southern California	ms	Electrical and Electronics Engineering	offer
1814	113.0	330.0	building	3.7	Columbia University	ms	Urban Community and Regional Planning	ad
1814	113.0	330.0	building	3.7	University College London	mres	Spatial Data Science and Visuilsation	ad
1814	113.0	330.0	building	3.7	Massachusetts Institute of Technology	mcp	City Planning	reject
1814	113.0	330.0	building	3.7	Harvard University	mup	Urban Planning	reject
1815	105.0	328.0	civil Engineering	3.28	Ohio State University	phd	Civil Engineering	offer
1816	101.0	311.0	Landscape Architecture	3.83	University of California  Berkeley	ms	City Planning	reject
1816	101.0	311.0	Landscape Architecture	3.83	University of Pennsylvania	mla1	Landscape Architecture	offer
1816	101.0	311.0	Landscape Architecture	3.83	Harvard University	mla 1 ap	Landscape Architecture	reject
1816	101.0	311.0	Landscape Architecture	3.83	Harvard University	mdes	Urbanism	reject
1816	101.0	311.0	Landscape Architecture	3.83	National University of Singapore	mud	urban design	offer
1817	99.0	318.0	English	3.73	Boston College	med	Curriculum	ad
1818	100.0	323.0	Engineering mechanics	3.3348	Washington State University	ms	Computer Science	ad
1819	100.0	326.0	Electrical Engineering and Automation	3.7	University of Twente	ms	Electrical and Electronics Engineering	ad
1819	100.0	326.0	Electrical Engineering and Automation	3.7	Eindhoven University of Technology	ms	Electrical and Electronics Engineering	ad
1819	100.0	326.0	Electrical Engineering and Automation	3.7	University of Victoria	ms	Electrical and Electronics Engineering	ad
1819	100.0	326.0	Electrical Engineering and Automation	3.7	The University of Texas at Dallas	phd	Electrical and Electronics Engineering	ad
1819	100.0	326.0	Electrical Engineering and Automation	3.7	Western University	ms	Electrical and Electronics Engineering	reject
1819	100.0	326.0	Electrical Engineering and Automation	3.7	Oregon State University	phd	Electrical and Electronics Engineering	reject
1819	100.0	326.0	Electrical Engineering and Automation	3.7	Politecnico di Milano	ms	Electrical and Electronics Engineering	ad
1820	85.0	303.0	Food hygiene and nutrition	3.17	SUNY University at Buffalo	ms	Nutrition Sciences	ad
1820	85.0	303.0	Food hygiene and nutrition	3.17	Illinois Institute of Technology	mft	Food Science	ad
1820	85.0	303.0	Food hygiene and nutrition	3.17	Florida State University	ms	Food Science	reject
1820	85.0	303.0	Food hygiene and nutrition	3.17	University of Georgia	ms	Food Science	reject
1820	85.0	303.0	Food hygiene and nutrition	3.17	Ohio University	ms	Food Science	offer
1820	85.0	303.0	Food hygiene and nutrition	3.17	Michigan State University	ms	human nutrition	offer
1821	101.0	322.0	physics	3.66	The Chinese University of Hong Kong	phd	HKPhysicsMphilPhD	offer
1821	101.0	322.0	physics	3.66	College of William  Mary	phd	Physics	offer
1821	101.0	322.0	physics	3.66	University of California  Riverside	phd	Electronical Engineering	offer
1821	101.0	322.0	physics	3.66	University of Florida	phd	Physics	offer
1821	101.0	322.0	physics	3.66	University of Maryland  College Park	phd	Materials Science	offer
1821	101.0	322.0	physics	3.66	University of California  Santa Barbara	phd	Physics	reject
1821	101.0	322.0	physics	3.66	Carnegie Mellon University	phd	Physics	reject
1822	93.0	317.0	Chemistry	3.5	University of Florida	ms	Chemical Engineering	offer
1823	107.0	321.0	English	3.92	Clarkson University	ma	Foreign Language Teacher Education	ad
1823	107.0	321.0	English	3.92	The University of Sheffield	ma	Foreign Language Teacher Education	ad
1824	103.0	322.0	architecture	3.78	University of Texas  Austin	ms	MSIS	ad
1824	103.0	322.0	architecture	3.78	University of Amsterdam	ms	Computer and Information Studies	ad
1824	103.0	322.0	architecture	3.78	Stanford University	ma	LDT	reject
1824	103.0	322.0	architecture	3.78	Georgia Institute of Technology	ms	HCI IC track	reject
1825	106.0	323.0	International Politics	3.24	University of California  San Diego	ma	International Affairs	ad
1826	105.0	322.0	economics	3.75	Columbia University	ms	urban planning	offer
1826	105.0	322.0	economics	3.75	Columbia University	ms	Real Estate Development	offer
1826	105.0	322.0	economics	3.75	The Chinese University of Hong Kong	ms	HKHospitality and Real Estate ManagementMScFT	offer
1827	112.0	318.0	news	3.56	University of Missouri	ma	Journalism	offer
1827	112.0	318.0	news	3.56	University of Texas  Austin	ma	Journalism	ad
1827	112.0	318.0	news	3.56	Syracuse University	ma	MagazineNewspaperOnline Journalism	ad
1827	112.0	318.0	news	3.56	Columbia University	ms	Journalism	ad
1827	112.0	318.0	news	3.56	Boston University	ms	Journalism	ad
1827	112.0	318.0	news	3.56	Northwestern University	ms	Journalism	ad
1827	112.0	318.0	news	3.56	University of California  Berkeley	ma	Journalism	reject
1828	90.0	313.0	Biological Engineering	3.15	University of Southern California	ms	Bioengineering and Biomedical Engineering	ad
1829	103.0	316.0	Electrical Engineering and Automation	3.1239999999999997	The University of Adelaide	ms	Petroleum Engineering	ad
1829	103.0	316.0	Electrical Engineering and Automation	3.1239999999999997	Louisiana State University	ms	Petroleum Engineering	reject
1829	103.0	316.0	Electrical Engineering and Automation	3.1239999999999997	University of Pittsburgh	ms	Petroleum Engineering	ad
1829	103.0	316.0	Electrical Engineering and Automation	3.1239999999999997	Texas AM University	ms	Petroleum Engineering	reject
1829	103.0	316.0	Electrical Engineering and Automation	3.1239999999999997	University of Kansas	ms	Industrial and Engineering Management	ad
1829	103.0	316.0	Electrical Engineering and Automation	3.1239999999999997	University of Houston	meng	Petroleum Engineering	ad
1829	103.0	316.0	Electrical Engineering and Automation	3.1239999999999997	The University of New South Wales	ms	Petroleum Engineering	ad
1830	100.0	323.0	Energy power engineering	3.6	Duke University	ms	Mechanical Engineering	ad
1831	109.0	325.0	English	3.72	University of Pennsylvania	med	Teaching English as a Second Language	ad
1831	109.0	325.0	English	3.72	University of Southern California	med	Teaching English as a Second Language	ad
1831	109.0	325.0	English	3.72	Columbia University	med	Teaching English as a Second Language	reject
1832	107.0	322.0	Public Administration (Department of Sociology)	3.45	Columbia University	ms	Journalism	ad
1833	90.0	320.0	Materials Science and Engineering	3.52	Stevens Institute of Technology	phd	MSE	offer
1833	90.0	320.0	Materials Science and Engineering	3.52	University of California  Riverside	phd	MSE	offer
1834	95.0	310.0	material	3.1	Illinois Institute of Technology	ms	Materials Science	reject
1834	95.0	310.0	material	3.1	Stevens Institute of Technology	ms	Materials Science	ad
1834	95.0	310.0	material	3.1	University of Florida	ms	Materials Science	reject
1834	95.0	310.0	material	3.1	SUNY Binghamton University	ms	Materials Science	reject
1834	95.0	310.0	material	3.1	University of Rochester	ms	Materials Science	ad
1835	105.0	313.0	German and English	3.96		ma	Bilingual and Multicultural Education	ad
1836	99.0	310.0	Chinese International Education	3.37	University of Delaware	ma	Linguistics Interpretation and Translation	ad
1837	110.0	328.0	Drainage	3.56	University of California  Berkeley	ms	Environmental Engineering	ad
1837	110.0	328.0	Drainage	3.56	Northwestern University	ms	Environmental Engineering	ad
1837	110.0	328.0	Drainage	3.56	Arizona State University	phd	Civil Engineering	offer
1838	109.0	326.0	Economics, freshman biology	3.5	University of California  Davis	ms	agricultural and resource economics	ad
1838	109.0	326.0	Economics, freshman biology	3.5	University of Minnesota  Twin Cities	ms	applied economics	ad
1838	109.0	326.0	Economics, freshman biology	3.5	University of Wisconsin	ms	Economics	ad
1838	109.0	326.0	Economics, freshman biology	3.5	Boston University	ma	Economics	ad
1839	100.0	319.0	economics	3.7	University of Maryland  College Park	ms	Finance	offer
1840	104.0	320.0	Software engineering	3.62	Carnegie Mellon University	ms	Computer Software Engineering	ad
1840	104.0	320.0	Software engineering	3.62	University of Florida	ms	Computer Science	ad
1840	104.0	320.0	Software engineering	3.62	Ohio State University	ms	Computer Science	ad
1840	104.0	320.0	Software engineering	3.62	University of Southern California	ms	Computer Science	ad
1840	104.0	320.0	Software engineering	3.62	University of Pittsburgh	ms	Computer Science	ad
1841	97.0	322.0	Engineering mechanics	3.75	Brown University	phd	Engineering Mechanics	reject
1841	97.0	322.0	Engineering mechanics	3.75	University of California  Los Angeles	phd	Mechanical Engineering	reject
1841	97.0	322.0	Engineering mechanics	3.75	University of California  San Diego	phd	Mechanical Engineering	reject
1841	97.0	322.0	Engineering mechanics	3.75	University of California  San Diego	phd	Civil Engineering	reject
1842	108.0	321.0	Journalism	3.57	University of Miami	ma	Public Relations	ad
1842	108.0	321.0	Journalism	3.57	Syracuse University	ms	Public Relations	ad
1842	108.0	321.0	Journalism	3.57	University of Southern California	ma	Strategic Public Relations	reject
1842	108.0	321.0	Journalism	3.57	University of Wisconsin	ma	Media and Cultural Studies	reject
1842	108.0	321.0	Journalism	3.57	Georgetown University	ma	Communication Culture and Technology	reject
1842	108.0	321.0	Journalism	3.57	Boston University	ms	Public Relations	reject
1842	108.0	321.0	Journalism	3.57	Fordham University	ms	Media Management	ad
1842	108.0	321.0	Journalism	3.57	New York University	ms	Public Relations and Corporate Communication	ad
1843	102.0	313.0	Organic chemistry	3.79	University of Wisconsin Madison	phd	Chemistry	reject
1844	103.0	319.0	economic	3.7	University of Connecticut	ms	Statistics	ad
1845	94.0	317.0	Clinical medicine	3.2868	University of Pittsburgh	mph	Epidemiology	ad
1845	94.0	317.0	Clinical medicine	3.2868	Tulane University	mph	Epidemiology	ad
1845	94.0	317.0	Clinical medicine	3.2868	Washington University in St Louis	mph	EpidemiologyBiostatistics	ad
1845	94.0	317.0	Clinical medicine	3.2868	Boston University	mph	Epidemiology	reject
1845	94.0	317.0	Clinical medicine	3.2868	Brown University	mph	Epidemiology	reject
1845	94.0	317.0	Clinical medicine	3.2868	Emory University	mph	Epidemiology	reject
1846	97.0	320.0	Information and Computing Science	3.75	Northeastern University	ms	Mathematics	ad
1848	110.0	328.0	Financial Management	3.18	Georgetown University	ma	Applied Economics	ad
1849	105.0	316.0	German and English	3.96	University of Pennsylvania	med	Teacher Education for Multiple Levels	ad
1850	106.0	322.0	English Education	3.56	Vanderbilt University	med	English Language Learners	ad
1850	106.0	322.0	English Education	3.56	University of Pittsburgh	med	Teaching English as a Second Language	ad
1850	106.0	322.0	English Education	3.56	University of Southern California	med	Teaching English to Speakers of Other Languages TESOL	ad
1850	106.0	322.0	English Education	3.56	University of Washington	med	English Language Studies	reject
1851	98.0	320.0	statistics	3.2439999999999998	Stevens Institute of Technology	ms	business intelligence  analytics	ad
1852	101.0	313.0	Non-economics major	3.9	New York University	ms	Marketing	offer
1853	81.0	310.0	mathematics	3.32	SUNY University at Buffalo	phd	Computer Science	offer
1854	96.0	315.0	Physical geography and resource environment	3.51	Ohio State University	ma	Urban Community and Regional Planning	ad
1854	96.0	315.0	Physical geography and resource environment	3.51	University of Minnesota  Twin Cities	ma	Urban Community and Regional Planning	ad
1854	96.0	315.0	Physical geography and resource environment	3.51	University of Washington	phd	Geography	reject
1854	96.0	315.0	Physical geography and resource environment	3.51	Cornell University	ma	Urban Community and Regional Planning	reject
1855	103.0	327.0	Pharmacy	3.61	Brandeis University	phd	Chemistry	offer
1855	103.0	327.0	Pharmacy	3.61	Boston College	phd	Chemistry	offer
1855	103.0	327.0	Pharmacy	3.61	University of Alberta	ms	Chemistry	offer
1855	103.0	327.0	Pharmacy	3.61	University of Pennsylvania	ms	chemical sciences	ad
1856	101.0	321.0	Public Health	3.2	Tufts University	mph	Epidemiology	ad
1856	101.0	321.0	Public Health	3.2	University of Michigan  Ann Arbor	mph	Epidemiology	ad
1857	112.0	325.0	Applied biological science	3.89	Baylor College of Medicine	phd	Biochemistry and Molecular Biology	offer
1857	112.0	325.0	Applied biological science	3.89	Indiana University	phd	Genome Cell and Developmental Biology	offer
1857	112.0	325.0	Applied biological science	3.89	Texas AM University	phd	Medical Science Graduate Program	offer
1858	92.0	316.0	architecture	3.556	University of Virginia	march	Architecture	ad
1858	92.0	316.0	architecture	3.556	University of Washington	march	Architecture	ad
1858	92.0	316.0	architecture	3.556	Illinois Institute of Technology	march	Architecture	ad
1859	110.0	326.0	finance	3.5	Indiana University	phd	Economics and Econometrics	offer
1860	111.0	327.0	Science, double degree in economics	3.4	The University of Warwick	mres leading to phd	Economics and Econometrics	offer
1860	111.0	327.0	Science, double degree in economics	3.4	National University of Singapore	phd	Economics and Econometrics	offer
1860	111.0	327.0	Science, double degree in economics	3.4	George Washington University	phd	Economics and Econometrics	offer
1861	103.0	321.0	civil Engineering	3.7	Cornell	meng	Civil Engineering	offer
1862	99.0	316.0	Electronic Information Science and Technology	3.26	Northeastern University	ms	electrical and computer engineering	ad
1863	91.0	312.0	Biology	3.05	Brandeis University	phd	Biophysics	reject
1863	91.0	312.0	Biology	3.05	Boston University	phd	Biochemistry and Molecular Biology	reject
1864	100.0	320.0	physical	3.44	University of California  Los Angeles	phd	Chemical Engineering	offer
1865	110.0	327.0	English	3.76	New York University	ma	Applied Quantitative Research Program	ad
1866	98.0	322.0	Electrical Engineering and Automation	3.5	University of Texas  Austin	ms	Electrical and Electronics Engineering	ad
1866	98.0	322.0	Electrical Engineering and Automation	3.5	cole Polytechnique Fdrale de Lausanne	ms	Electrical and Electronics Engineering	reject
1866	98.0	322.0	Electrical Engineering and Automation	3.5	Imperial College London	ms	future power networks	ad
1866	98.0	322.0	Electrical Engineering and Automation	3.5	University of Minnesota  Twin Cities	ms	Electrical and Electronics Engineering	ad
1866	98.0	322.0	Electrical Engineering and Automation	3.5	Nanyang Technological University	ms	power engineering	ad
1866	98.0	322.0	Electrical Engineering and Automation	3.5	Nanyang Technological University	ms	computer control and automation	ad
1866	98.0	322.0	Electrical Engineering and Automation	3.5	National University of Singapore	ms	Electrical and Electronics Engineering	ad
1866	98.0	322.0	Electrical Engineering and Automation	3.5	Purdue University	ms	Electrical and Electronics Engineering	reject
1867	102.0	316.0	Radio and television director	3.59	University of Southern California	ms	communication management	offer
1867	102.0	316.0	Radio and television director	3.59	Michigan State University	ms	Public Relations	offer
1867	102.0	316.0	Radio and television director	3.59	Emerson College	ms	integrated marketing communication	ad
1867	102.0	316.0	Radio and television director	3.59	Boston University	ms	Public Relations	reject
1867	102.0	316.0	Radio and television director	3.59	University of Florida	ms	Public Relations	reject
1868	110.0	320.0	Japanese	3.7239999999999998	Duke University	ma	Asian Studies	ad
1868	110.0	320.0	Japanese	3.7239999999999998	University of Illinois at UrbanaChampaign	ma	Asian Studies	ad
1868	110.0	320.0	Japanese	3.7239999999999998	University of Southern California	ma	Asian Studies	ad
1868	110.0	320.0	Japanese	3.7239999999999998	Ohio State University	ma	Asian Studies	ad
1868	110.0	320.0	Japanese	3.7239999999999998	University of California  Los Angeles	ma	Asian Studies	reject
1868	110.0	320.0	Japanese	3.7239999999999998	University of California  Berkeley	ma	Asian Studies	reject
1869	100.0	321.0	Car service engineering	3.13	University of Florida	ma	tesol	ad
1869	100.0	321.0	Car service engineering	3.13	University of Rochester	ma	tesol	ad
1869	100.0	321.0	Car service engineering	3.13	New York University	ma	tesol	ad
1870	102.0	313.0	French	3.79	New York University	ma	International Relations and National Security Studies	ad
1870	102.0	313.0	French	3.79	The Pennsylvania State University	ma	International Relations and National Security Studies	ad
1871	107.0	320.0	international economy and trading	3.76	University of Southern California	ma	Economics and Econometrics	ad
1872	101.0	323.0	Basic Medicine	3.39	University of Washington	ms	biostatistics	reject
1873	105.0	324.0	Construction Management	3.3752	New York University	ms	Construction Management	ad
1873	105.0	324.0	Construction Management	3.3752	Cornell University	meng	Engineering Management	reject
1873	105.0	324.0	Construction Management	3.3752	Northwestern University	ms	Project Management	ad
1874	100.0	320.0	Wind energy and power engineering	3.28	Lehigh University	ms	Electrical and Electronics Engineering	ad
1874	100.0	320.0	Wind energy and power engineering	3.28	Stevens Institute of Technology	ms	Electrical and Electronics Engineering	ad
1874	100.0	320.0	Wind energy and power engineering	3.28	Boston University	ms	Electrical and Electronics Engineering	reject
1875	115.0	325.0	Biology	3.48	University of California  Los Angeles	ms	Computer Science	ad
1876	102.0	320.0	Biotechnology	3.69	University of Pennsylvania	ms	Biotechnology	offer
1877	107.0	327.0	Chemistry	3.7	University of Minnesota  Twin Cities	phd	Chemistry	offer
1877	107.0	327.0	Chemistry	3.7	Purdue University	phd	Chemical Engineering	offer
1877	107.0	327.0	Chemistry	3.7	University of Washington	phd	Molecular Engineering	offer
1877	107.0	327.0	Chemistry	3.7	Michigan State University	phd	Materials Engineering	offer
1878	98.0	319.0	International trade	3.3	Washington University in St Louis	msw	SW	ad
1878	98.0	319.0	International trade	3.3	New York University	msw	SW	reject
1878	98.0	319.0	International trade	3.3	University of Michigan  Ann Arbor	msw	SW	reject
1878	98.0	319.0	International trade	3.3	Boston College	msw	SW	reject
1878	98.0	319.0	International trade	3.3	University of Pennsylvania	msw	SW	reject
1878	98.0	319.0	International trade	3.3	Fordham University	msw	SW	reject
1879	99.0	317.0	economics	3.56	University of California  Santa Barbara	ma	Economics and Econometrics	ad
1879	99.0	317.0	economics	3.56	Georgetown University	ms	Economics and Econometrics	reject
1879	99.0	317.0	economics	3.56	University of Illinois at UrbanaChampai	ms	MSPE	ad
1879	99.0	317.0	economics	3.56	Boston University	ma	Economics and Econometrics	ad
1879	99.0	317.0	economics	3.56	Tufts University	ma	Economics and Econometrics	reject
1879	99.0	317.0	economics	3.56	Northeastern University	ma	Economics and Econometrics	ad
1879	99.0	317.0	economics	3.56	SUNY Stony Brook University	ma	Economics and Econometrics	ad
1880	105.0	313.0	news	3.58	Boston University	ms	Advertising	offer
1880	105.0	313.0	news	3.58	University of Illinois at UrbanaChampaign	ms	Advertising	offer
1880	105.0	313.0	news	3.58	University of Florida	ms	Mass Communication	offer
1880	105.0	313.0	news	3.58	University of Texas  Austin	ms	Advertising	reject
1880	105.0	313.0	news	3.58	University of Southern California	ms	communication management	reject
1881	99.0	321.0	Engineering Management	3.72	University of California  Berkeley	ms	engineering project management	ad
1882	102.0	316.0	architecture	3.53	University of Michigan  Ann Arbor	ma	Architecture	offer
1882	102.0	316.0	architecture	3.53	University of Texas  Austin	ma	Architecture	reject
1882	102.0	316.0	architecture	3.53	Georgia Institute of Technology	ma	Architecture	offer
1882	102.0	316.0	architecture	3.53	University of Florida	ma	Architecture	offer
1882	102.0	316.0	architecture	3.53	Washington University in St Louis	ma	Architecture	ad
1882	102.0	316.0	architecture	3.53	University of California  Los Angeles	ma	Architecture	offer
1882	102.0	316.0	architecture	3.53	University of Pennsylvania	ma	Architecture	reject
1882	102.0	316.0	architecture	3.53	Syracuse University	ma	Architecture	ad
1883	107.0	327.0	Diplomacy	3.58	Northwestern University	msj	Journalism	ad
1884	103.0	317.0	social work	3.6	University of Southern California	ma	Public Administration	ad
1884	103.0	317.0	social work	3.6	University of Washington	ma	Public Administration	ad
1885	95.0	322.0	financial	3.88	Tufts University	ma	Economics	reject
1885	95.0	322.0	financial	3.88	University of Waterloo	ma	Economics	reject
1886	109.0	329.0	Mechanical engineering	3.6	Boston University	ms	Mechanical Engineering	ad
1886	109.0	329.0	Mechanical engineering	3.6	Princeton University	ms	Mechanical Engineering	reject
1887	104.0	315.0	Landscape Design	3.78	Louisiana State University	ma	MLA AP	ad
1887	104.0	315.0	Landscape Design	3.78	Texas AM University	ma	MLA	offer
1887	104.0	315.0	Landscape Design	3.78	University of Michigan  Ann Arbor	ma	MLA	offer
1887	104.0	315.0	Landscape Design	3.78	University of Virginia	ma	MLA 20	ad
1887	104.0	315.0	Landscape Design	3.78	University of California  Berkeley	ma	MLA 2D	ad
1887	104.0	315.0	Landscape Design	3.78	University of Washington	ma	MLA	offer
1887	104.0	315.0	Landscape Design	3.78	University of British Columbia	ma	Landscape Architecture	ad
1887	104.0	315.0	Landscape Design	3.78	University of Illinois at UrbanaChampaign	ma	Landscape Architecture	ad
1888	104.0	330.0	Trade economy, marketing minor.	3.4	Columbia University	ma	Public Administration	reject
1888	104.0	330.0	Trade economy, marketing minor.	3.4	Cornell University	ma	Public Administration	ad
1888	104.0	330.0	Trade economy, marketing minor.	3.4	New York University	ma	NonProfit and Public Management	offer
1888	104.0	330.0	Trade economy, marketing minor.	3.4	Johns Hopkins University	ma	SAIS	offer
1888	104.0	330.0	Trade economy, marketing minor.	3.4	University of Chicago	ma	Public Policy Analysis	reject
1888	104.0	330.0	Trade economy, marketing minor.	3.4	Georgetown University	ma	Applied Economics	offer
1888	104.0	330.0	Trade economy, marketing minor.	3.4	McGill University	ma	Applied Economics	reject
1888	104.0	330.0	Trade economy, marketing minor.	3.4	Northwestern University	ma	MSMS	reject
1888	104.0	330.0	Trade economy, marketing minor.	3.4	Columbia University	ma	Applied Analytics	offer
1888	104.0	330.0	Trade economy, marketing minor.	3.4	Columbia University	ma	Economics	reject
1888	104.0	330.0	Trade economy, marketing minor.	3.4	Carnegie Mellon University	ma	MSPPM	offer
1888	104.0	330.0	Trade economy, marketing minor.	3.4	National University of Singapore	ma	LKY School	reject
1889	105.0	326.0	International Politics	3.56	New York University	ma	International Relations	ad
1890	96.0	320.0	Transportation	3.568	University of Washington	ms	Civil Engineering	ad
1891	111.0	332.0	civil Engineering	3.42	Johns Hopkins University	ms	Environmental Health and Engineering	ad
1891	111.0	332.0	civil Engineering	3.42	Duke University	ms	civil and environmental engineering	ad
